,average,country,genre,language,release_date,title,votes
3998,8.4, 奥地利,"['剧情', '爱情', '历史']", 德语 / 希腊语 / 匈牙利语 / 意大利语 / 葡萄牙语,1957-12-19,茜茜公主3 Sissi - Schicksalsjahre einer Kaiserin,27015.0
3999,8.3, 韩国,"['剧情', '战争']", 韩语 / 英语,2001-06-02,收件人不详 수취인불명,20176.0
4000,8.2, 日本,"['科幻', '动画', '冒险']", 英语 / 法语 / 德语 / 意大利语 / 西班牙语 / 日语 / 俄语,2001-05-26,大都会 メトロポリス,20832.0
4001,8.1, 中国大陆,['剧情'], 汉语普通话,2006-06-21,光荣的愤怒,18075.0
4002,8.1, 土耳其 / 马其顿 / 法国 / 德国 / 波黑 / 保加利亚 / 瑞典,['剧情'], 土耳其语,2018-05-18,野梨树 Ahlat Ağacı,12730.0
4003,8.1, 美国,"['剧情', '爱情']", 英语,2001-12-21,电影人生 The Majestic,8156.0
4004,8.0, 美国,"['动画', '家庭']", 英语,2010-03-02,芭比之美人鱼历险记 Barbie in a Mermaid Tale,3465.0
4005,7.9, 中国香港,"['动作', '犯罪']", 粤语 / 英语 / 汉语普通话,1984-07-11,省港旗兵,11945.0
4006,7.9, 日本,"['动画', '奇幻']", 日语,2018-10-06,Re：从零开始的异世界生活 雪之回忆 Re:ゼロから始める異世界生活 Memory Snow,2586.0
4007,7.7, 美国,"['剧情', '情色']", 英语,1989-08-18,"性、谎言和录像带 Sex, Lies, and Videotape",32394.0
4008,7.7, 法国,"['喜剧', '动画', '音乐', '奇幻', '冒险']", 法语,2011-10-12,怪兽在巴黎 Un monstre à Paris,17951.0
4009,7.6, 德国 / 美国 / 英国 / 法国 / 塞浦路斯,"['剧情', '爱情', '奇幻']", 英语,2013-05-25,唯爱永生 Only Lovers Left Alive,33123.0
4010,7.5, 美国,"['科幻', '动画']", 英语,2009-09-09,机器人9号 9,67992.0
4011,7.5, 美国,"['动作', '科幻', '动画', '惊悚', '奇幻']", 英语,2017-02-07,黑暗正义联盟 Justice League Dark,8859.0
4012,7.4, 美国,"['剧情', '喜剧', '爱情']", 英语,2008-08-06,牛仔裤的夏天2 The Sisterhood of the Traveling Pants 2,48529.0
4013,7.4, 中国大陆,"['动作', '武侠', '古装']", 普通话/国语,2007-01-30,陆小凤传奇之决战前后,10307.0
4014,7.4, 韩国,"['剧情', '喜剧']", 韩语,2018-10-31,完美的他人 완벽한타인,17036.0
4015,7.3, 日本,"['剧情', '爱情']", 日语,2009-10-24,我的初恋情人 僕の初恋をキミに捧ぐ,73898.0
4016,7.0, 美国,"['剧情', '悬疑', '犯罪']", 英语,2018-03-02,金钱世界 All the Money in the World,38642.0
4017,7.0, 美国,"['喜剧', '犯罪']", 英语 / 西班牙语,2005-12-21,新抢钱夫妻 Fun with Dick and Jane,30347.0
4018,7.0, 中国香港,"['剧情', '动作', '奇幻', '武侠']", 粤语,1983-02-05,蜀山：新蜀山剑侠 蜀山：新蜀山劍俠,18183.0
4019,6.8, 中国香港 / 中国台湾,"['爱情', '武侠', '古装']", 粤语,1993-01-16,新流星蝴蝶剑,14415.0
4020,6.6, 美国 / 法国 / 智利,"['剧情', '传记', '历史']", 英语 / 西班牙语,2018-01-19,第一夫人 Jackie,28361.0
4021,6.5, 中国香港,['喜剧'], 粤语,2002-02-08,呖咕呖咕新年财 嚦咕嚦咕新年財,22483.0
4022,6.3, 日本,['爱情'], 日语,2016-05-28,狼少女与黑王子 オオカミ少女と黒王子,19891.0
4023,5.9, 韩国,"['剧情', '爱情', '情色']", 韩语,2017-06-13,表妹 사촌여동생,1326.0
4024,5.9, 英国,"['爱情', '悬疑']", 英语,2019-12-15,阿加莎与伊什塔尔的诅咒 Agatha and the Curse of Ishtar,196.0
4025,5.5, 美国,"['动作', '科幻']", 英语,2006-03-03,致命紫罗兰 Ultraviolet,14581.0
4026,5.3, 中国大陆,"['剧情', '动作', '战争', '西部']", 汉语普通话,2012-04-23,匹夫,23818.0
4027,5.0, 中国大陆,"['喜剧', '爱情']", 汉语普通话,2016-02-14,高跟鞋先生,15012.0
4028,4.7, 日本,['恐怖'], 日语,2019-11-15,地狱少女 地獄少女,864.0
4029,4.6, 美国,"['动作', '科幻', '灾难']", 英语,2011-06-03,天际浩劫 Skyline,34296.0
4030,9.5, 美国,"['喜剧', '动作', '爱情']", 无对白,1924-04-21,福尔摩斯二世 Sherlock Jr.,12889.0
4031,8.7, 瑞典,"['剧情', '爱情']", 瑞典语 / 德语 / 丹麦语,1972-12-21,呼喊与细语 Viskningar och rop,17298.0
4032,8.5, 日本,"['剧情', '恐怖', '奇幻']", 日语,1964-12-29,怪谈 怪談,13646.0
4033,8.5, 法国,"['剧情', '惊悚', '战争']", 法语 / 德语,1956-11-11,死囚越狱 Un Condamné à mort s'est échappé,12718.0
4034,8.1, 美国 / 英国,"['剧情', '喜剧', '惊悚']", 英语,1991-08-21,巴顿·芬克 Barton Fink,27030.0
4035,8.1, 意大利,['喜剧'], 意大利语,2016-01-01,我去哪儿？ Quo vado?,12511.0
4036,8.0, 俄罗斯 / 英国 / 德国,"['悬疑', '惊悚', '犯罪']", 英语 / 俄语,1995-09-15,无声言证 Mute Witness,21167.0
4037,7.9, 中国大陆 / 中国台湾,"['剧情', '冒险']", 汉语普通话 / 藏语,2011-11-03,转山,84474.0
4038,7.9, 中国大陆,"['剧情', '喜剧']", 汉语普通话,2000-08-11,我是你爸爸,21564.0
4039,7.5, 韩国,"['惊悚', '犯罪']", 韩语,2007-11-14,七天 세븐데이즈,26062.0
4040,7.5, 中国大陆,['剧情'], 汉语普通话 / 云南话 / 傣语,2018-04-20,米花之味,19035.0
4041,7.5, 法国,"['剧情', '传记', '犯罪']", 法语,2016-06-22,局外人 L'Outsider,4246.0
4042,7.3, 美国 / 加拿大,"['喜剧', '爱情']", 英语,2006-03-17,足球尤物 She's the Man,55851.0
4043,7.2, 法国,['喜剧'], 法语,2019-12-11,医生在么 Docteur?,
4044,7.2, 中国大陆,"['动画', '奇幻', '冒险']", 汉语普通话,2020-03-28,星游记之风暴法米拉2,7270.0
4045,7.0, 加拿大 / 西班牙 / 法国,"['剧情', '悬疑', '惊悚']", 英语,2013-09-08,宿敌 Enemy,24091.0
4046,7.0, 中国大陆 / 中国香港,"['剧情', '动作', '武侠', '古装']", 汉语普通话,1986-02-01,南北少林,7777.0
4047,6.9, 中国台湾 / 日本,"['惊悚', '恐怖']", 汉语普通话,2015-08-20,尸忆 屍憶,12019.0
4048,6.7, 中国大陆,"['剧情', '同性']", 汉语普通话,1996-11,东宫西宫 東宮西宮,28324.0
4049,6.5, 中国大陆 / 中国香港,"['喜剧', '爱情']", 粤语 / 汉语普通话,2015-12-24,分手再说我爱你,13217.0
4050,5.9, 美国,"['动作', '惊悚', '犯罪']", 英语,2018-11-02,飓风奇劫 The Hurricane Heist,13005.0
4051,5.8, 中国香港 / 中国大陆,"['动作', '科幻', '悬疑', '犯罪']", 汉语普通话 / 粤语,2013-11-22,控制,23242.0
4052,5.7, 中国香港 / 中国大陆,['动作'], 粤语 / 汉语普通话,2010-06-24,叶问前传,21824.0
4053,5.3, 美国,['恐怖'], 英语,2012-10,致命弯道5 Wrong Turn 5: Bloodlines,10830.0
4054,7.2, 美国,['剧情'],,,致命偷情 Fatal Affair,
4055,4.6, 中国大陆,"['悬疑', '恐怖']", 汉语普通话,2012-07-17,笔仙,14844.0
4056,8.7, 日本,['动画'], 日语,2019-02-09,代号基亚斯：复活的鲁路修 コードギアス 復活のルルーシュ,7036.0
4057,8.6, 日本,"['喜剧', '爱情', '动画']", 日语 / 意大利语,2018-01-06,中二病也要谈恋爱！剧场版 -Take On Me- 映画 中二病でも恋がしたい！ -Take On Me-,5716.0
4058,8.5, 美国,"['剧情', '传记']", 英语,2010-04-14,死亡医生 You Don't Know Jack,24173.0
4059,8.3, 法国,['动画'], 法语 / 英语,2014-12-06,"明月守护者 Mune, le gardien de la lune",16915.0
4060,8.2, 中国大陆,"['动画', '奇幻', '冒险']", 普通话,1981,人参果,10871.0
4061,8.2, 中国大陆,"['剧情', '音乐', '戏曲']", 汉语普通话,1960,刘三姐,10829.0
4062,8.0, 中国香港,"['剧情', '动作', '惊悚', '犯罪']", 粤语,1988-08-20,学校风云 學校風雲,10263.0
4063,7.8, 俄罗斯 / 白俄罗斯,"['剧情', '动作', '历史', '战争']", 俄语 / 乌克兰语 / 白俄罗斯语,2012-03-16,兵临城下之决战要塞 Брестская Крепость,13340.0
4064,7.8, 美国,"['剧情', '爱情']", 英语,2013-08-30,情动假日 Labor Day,14484.0
4065,7.5, 美国,"['喜剧', '爱情']", 英语,1955-06-03,七年之痒 The Seven Year Itch,21009.0
4066,7.5, 中国香港,"['爱情', '悬疑']", 粤语,2019-11-14,幻爱 幻愛,282.0
4067,7.4, 日本 / 法国,"['剧情', '爱情']", 日语,2018-05-14,夜以继日 寝ても覚めても,21046.0
4068,7.3, 日本,['悬疑'], 日语,2015-06-06,预告犯 予告犯,26779.0
4069,7.2, 日本,"['剧情', '悬疑', '犯罪']", 日语,2019-01-11,22年后的自白 22年目の告白 私が殺人犯です,23453.0
4070,7.2, 日本,"['动作', '动画', '奇幻']", 日语,2008-08-02,火影忍者疾风传剧场版：羁绊 劇場版 NARUTO -ナルト- 疾風伝 絆,9261.0
4071,7.2, 英国 / 美国,"['剧情', '传记', '冒险']", 英语 / 法语 / 拉丁语,2019-08-30,热气球飞行家 The Aeronauts,6967.0
4072,6.9, 美国,"['剧情', '惊悚', '恐怖']", 英语,2009-03-27,太平间闹鬼事件 The Haunting in Connecticut,20966.0
4073,6.9, 日本,"['剧情', '爱情', '科幻']", 日语,2015-12-12,橘色奇迹 orange オレンジ,18191.0
4074,6.7, 中国大陆 / 法国,"['剧情', '爱情', '历史', '战争']", 汉语普通话 / 日语 / 越南语,2003-05-22,紫蝴蝶,9604.0
4075,6.5, 中国大陆 / 中国香港 / 美国,"['剧情', '家庭']", 汉语普通话 / 英语,2007-06-29,宝葫芦的秘密,10782.0
4076,6.2, 韩国,"['剧情', '犯罪']", 韩语,2013-04-18,玩物 노리개,7400.0
4077,6.2, 法国 / 比利时,['喜剧'], 法语,2016-11-18,阿拉丁与神灯 Les nouvelles aventures d'Aladin,5424.0
4078,6.2, 安哥拉,['剧情'], 葡萄牙语,2020-01-24,空调 Ar condicionado,189.0
4079,6.1, 中国香港,"['动作', '科幻']", 粤语,1992-11-20,妖兽都市 妖獸都市,11846.0
4080,5.5, 美国,"['喜剧', '恐怖', '奇幻']", 英语,2009-09-18,詹妮弗的肉体 Jennifer's Body,49097.0
4081,5.2, 中国大陆 / 中国香港,"['喜剧', '爱情']", 汉语普通话 / 粤语,2014-01-11,六福喜事,34596.0
4082,4.0, 中国大陆,['爱情'], 汉语普通话,2019-11-29,一生有你2019,5290.0
4083,3.6, 中国大陆,"['喜剧', '爱情']", 汉语普通话,2015-10-23,浪漫天降,6648.0
4084,8.6, 法国,"['剧情', '儿童', '冒险']", 法语,2007-12-12,狐狸与我 Le renard et l'enfant,24780.0
4085,8.6, 苏联,"['剧情', '儿童']", 俄语,1961-12-30,压路机和小提琴 Каток и скрипка,8925.0
4086,8.6, 日本,['剧情'], 日语,1965-04-03,红胡子 赤ひげ,7649.0
4087,8.5, 西德 / 法国,"['剧情', '爱情', '奇幻']", 德语 / 英语 / 法语 / 土耳其语 / 西班牙语 / 希伯来语,1987-09-23,柏林苍穹下 Der Himmel über Berlin,30189.0
4088,8.5, 美国 / 意大利 / 英国,"['剧情', '爱情', '战争']", 英语 / 俄语 / 法语,1965-12-31,日瓦戈医生 Doctor Zhivago,14653.0
4089,8.5, 阿根廷,"['剧情', '同性']", 西班牙语,2013-04-13,夏威夷 Hawaii,16571.0
4090,8.3, 英国,"['悬疑', '惊悚', '黑色电影']", 英语 / 德语 / 俄语,1949-09-03,第三人 The Third Man,15642.0
4091,8.2, 美国 / 德国,"['剧情', '传记']", 英语,1999-12-08,"移魂女郎 Girl, Interrupted",29786.0
4092,8.2, 土耳其 / 法国 / 德国,['剧情'], 土耳其语 / 英语,2014-05-16,冬眠 Kış Uykusu,20347.0
4093,8.1, 德国 / 奥地利 / 法国 / 意大利,"['剧情', '悬疑']", 德语 / 意大利语 / 波兰语 / 拉丁语,2009-09-17,白丝带 Das weiße Band – Eine deutsche Kindergeschichte,25707.0
4094,7.9, 西班牙,"['剧情', '家庭']", 加泰罗尼亚语,2017-02-11,九三年夏天 Estiu 1993,9786.0
4095,7.8, 中国香港,"['剧情', '悬疑', '犯罪']", 粤语,1993-05-13,上海皇帝之雄霸天下,9156.0
4096,7.7, 美国,"['喜剧', '动作', '家庭']", 英语,1997-12-19,捕鼠记 Mousehunt,19106.0
4097,7.7, 美国,"['剧情', '惊悚', '历史', '犯罪']", 英语,1987-06-02,铁面无私 The Untouchables,13204.0
4098,7.6, 美国,"['科幻', '动画', '家庭', '冒险']", 英语,2001-06-15,亚特兰蒂斯：失落的帝国 Atlantis: The Lost Empire,10729.0
4099,7.6, 美国,"['喜剧', '动作', '犯罪']", 英语,1994-03-18,白头神探3 Naked Gun 33 1/3: The Final Insult,9997.0
4100,7.6, 韩国,['剧情'], 韩语,2019-12-04,天衣无缝的她 감쪽같은 그녀,5250.0
4101,7.6, 英国,"['剧情', '爱情']", 英语,2019-09-09,爱在人间 Ordinary Love,1742.0
4102,7.5, 美国 / 德国,"['剧情', '传记', '战争']", 英语 / 阿拉伯语 / 拉丁语 / 西班牙语,2005-11-04,锅盖头 Jarhead,26408.0
4103,7.5, 泰国,"['恐怖', '奇幻']", 泰语,2005-12-01,恶魔的艺术2：邪降 ลองของ,25701.0
4104,7.2, 中国大陆,['战争'], 汉语普通话,,铁道游击队,
4105,7.3, 美国 / 德国,"['剧情', '悬疑', '惊悚', '犯罪']", 英语,2007-04-20,破绽 Fracture,36483.0
4106,7.2, 中国香港,"['传记', '历史', '战争', '犯罪']", 粤语 / 汉语普通话 / 日语,1990-07-28,川岛芳子 川島芳子,13606.0
4107,6.9, 中国香港,"['喜剧', '动作', '恐怖']", 粤语,1992-11-13,鬼打鬼之黄金道士,6331.0
4108,6.9, 日本 / 中国香港 / 中国台湾,['剧情'], 汉语普通话 / 日语 / 闽南语,2017-02-13,龙先生 ミスター・ロン,3695.0
4109,6.7, 法国 / 比利时,"['剧情', '爱情', '情色']", 英语,2015-05-20,爱恋 Love,19890.0
4110,6.6, 中国香港,"['喜剧', '恐怖']", 粤语,1998-06-11,生化寿尸 生化壽屍,7202.0
4111,6.4, 中国大陆 / 中国香港 / 中国台湾,['爱情'], 汉语普通话 / 粤语,2003-12-20,地下铁 地下鐵,37945.0
4112,6.4, 韩国,"['悬疑', '惊悚', '恐怖']", 韩语,2008-08-06,考死：血之期中考试 고사 : 피의 중간고사,30519.0
4113,6.4, 美国,"['喜剧', '爱情', '科幻']", 英语,2018-11-09,时间怪客 Time Freak,2719.0
4114,6.3, 德国 / 乌克兰 / 英国 / 俄罗斯,['剧情'], 俄语 / 乌克兰语 / 英语,2020-02-26,列夫·朗道：娜塔莎 DAU. Natasha,6742.0
4115,5.9, 韩国,"['爱情', '惊悚', '情色']", 韩语,2014-10-02,布拉芙夫人 마담 뺑덕,14287.0
4116,5.8, 中国大陆,"['喜剧', '动画', '家庭', '冒险']", 汉语普通话,2013-01-24,喜羊羊与灰太狼之喜气羊羊过蛇年,5530.0
4117,5.3, 美国 / 澳大利亚,"['动作', '科幻', '惊悚', '奇幻']", 英语,2015-05-26,"屠魔战士 I, Frankenstein",19059.0
4118,3.7, 俄罗斯,"['动作', '科幻', '惊悚']", 俄语 / 英语,2016-10-14,暗杀游戏 Мафия: Игра на выживание,6559.0
4119,7.2, 法国,"['剧情', '音乐', '歌舞']", 法语,2016-09-22,摇滚红与黑 Le Rouge et le Noir,
4120,9.1, 法国,['歌舞'], 法语,2012,1789：巴士底恋人 1789 : Les Amants de la Bastille,1414.0
4121,8.8, 日本,"['剧情', '爱情', '历史']", 日语,2002-11-02,黄昏的清兵卫 たそがれ清兵衛,23074.0
4122,8.6, 日本,"['科幻', '动画']", 日语,1999-07-24,人狼,13551.0
4123,8.6, 罗马尼亚 / 卢森堡 / 法国,"['剧情', '喜剧']", 罗马尼亚语,2008-11-21,无声婚礼 Nunta Muta,10602.0
4124,8.4, 奥地利,"['剧情', '爱情', '历史']", 德语 / 匈牙利语,1956-12-19,茜茜公主2 Sissi - Die junge Kaiserin,32802.0
4125,8.3, 中国香港,"['剧情', '爱情']", 粤语,2000-03-02,朱丽叶与梁山伯,20050.0
4126,8.3, 美国,"['剧情', '动作', '爱情', '西部']", 英语,1939-02-15,关山飞渡 Stagecoach,9236.0
4127,8.2, 美国,"['剧情', '爱情']", 英语,1999-12-17,苹果酒屋法则 The Cider House Rules,19665.0
4128,8.2, 法国 / 丹麦,"['剧情', '动画', '冒险']", 法语 / 英语,2015-06-16,漫漫北寻路 Tout en haut du monde,6194.0
4129,8.2, 新加坡,"['剧情', '喜剧', '家庭']", 汉语普通话 / 闽南语 / 马来语 / 英语,2016-02-04,我们的故事,2766.0
4130,8.1, 美国,"['剧情', '爱情', '同性']", 英语,2008-03-21,欲盖弄潮 Shelter,37703.0
4131,8.1, 美国,"['剧情', '传记']", 英语,1980-10-10,象人 The Elephant Man,19015.0
4132,7.9, 土耳其 / 法国 / 卡塔尔 / 德国,['剧情'], 土耳其语,2015-05-19,野马 Mustang,21660.0
4133,7.8, 美国,"['剧情', '爱情', '奇幻']", 英语,1980-10-03,时光倒流七十年 Somewhere in Time,36271.0
4134,7.8, 美国,"['剧情', '惊悚', '犯罪']", 英语,2012-08-15,林肯律师 The Lincoln Lawyer,36316.0
4135,7.7, 中国香港,['喜剧'], 粤语,1995-02-17,流氓医生 流氓醫生,21809.0
4136,7.6, 德国 / 奥地利,"['剧情', '喜剧']", 德语 / 英语 / 罗马尼亚语,2016-05-14,托尼·厄德曼 Toni Erdmann,20877.0
4137,7.6, 法国,['剧情'], 法语,2019-11-22,雷米奇遇记 Rémi sans famille,4432.0
4138,7.5, 中国香港,['喜剧'], 粤语 / 普通话,2007-12-20,破事儿 破事兒,56431.0
4139,7.5, 墨西哥,"['剧情', '情色']", 西班牙语,2001-06-08,你妈妈也一样 Y tu mamá también,14541.0
4140,7.5, 美国,"['剧情', '喜剧']", 英语,2018-11-16,速成家庭 Instant Family,13433.0
4141,7.4, 美国,"['喜剧', '音乐']", 英语,1993-12-10,修女也疯狂2 Sister Act 2: Back in the Habit,18274.0
4142,7.1, 中国香港 / 新加坡,"['动作', '惊悚', '恐怖', '犯罪']", 粤语 / 汉语普通话,2008-09-04,第一诫,25492.0
4143,6.9, 中国香港 / 美国 / 日本,"['动作', '科幻', '动画', '家庭']", 英语,2009-10-08,阿童木 Astro Boy,45135.0
4144,6.8, 韩国,"['悬疑', '惊悚', '恐怖']", 韩语,2006-08-03,老师的恩惠 스승의 은혜,35118.0
4145,6.8, 美国 / 加拿大,"['科幻', '悬疑', '惊悚', '恐怖']", 英语,2011-10-14,怪形前传 The Thing,19653.0
4146,6.7, 西班牙 / 法国,['惊悚'], 西班牙语 / 法语 / 英语 / 俄语,2019-10-05,坐火车旅行 Ventajas de viajar en tren,5599.0
4147,6.5, 美国 / 加拿大,"['动作', '科幻', '恐怖', '战争']", 英语 / 俄语 / 法语 / 德语,2018-09-22,霸主 Overlord,18135.0
4148,5.9, 美国,"['剧情', '奇幻', '冒险']", 英语,2008-03-21,"史前一万年 10,000 BC",35443.0
4149,5.8, 中国香港,['喜剧'], 粤语,2005-06-03,雀圣 雀聖,14893.0
4150,5.8, 中国大陆,"['悬疑', '古装']", 汉语普通话,2020-02-06,法医宋慈,4652.0
4151,5.7, 中国香港,"['喜剧', '动作']", 粤语,2005-03-31,精武家庭,23877.0
4152,5.3, 韩国,['剧情'], 韩语,2016-04-28,年轻母亲4 젊은엄마 4,2405.0
4153,5.0, 中国大陆,"['剧情', '喜剧']", 汉语普通话,2012-01-23,饭局也疯狂,36296.0
4154,5.0, 加拿大 / 美国,"['剧情', '传记', '犯罪']", 英语 / 意大利语,2020-05-12,卡彭 Capone,2029.0
4155,8.7, 美国,"['剧情', '动作', '历史', '战争']", 英语 / 法语 / 德语 / 拉丁语,1930-08-24,西线无战事 All Quiet on the Western Front,12364.0
4157,8.0, 中国香港,"['剧情', '犯罪']", 粤语,1998-05-28,非常突然,25238.0
4158,7.9, 美国,['剧情'], 英语,2015-01-23,旅行终点 The End of the Tour,19116.0
4159,7.9, 日本,['动画'], 日语,2010-04-14,名侦探柯南OVA10：怪盗基德孤岛决战 名探偵コナン KID in TRAP ISLAND,6111.0
4160,7.7, 美国,"['喜剧', '动作', '犯罪']", 英语,1991-06-28,白头神探2½：恐怖的气味 The Naked Gun 2½: The Smell of Fear,10140.0
4161,7.6, 捷克,"['剧情', '喜剧']", 捷克语,2011-08-25,有希望的男人 Muži v naději,30194.0
4162,7.6, 韩国,['剧情'], 韩语,2019-04-03,生日 생일,5233.0
4163,7.4, 中国大陆 / 日本 / 法国,['剧情'], 汉语普通话 / 晋语 / 俄语 / 英语,2005-04-15,世界,20243.0
4164,7.3, 美国,"['动作', '惊悚', '犯罪']", 英语,1996-02-09,断箭 Broken Arrow,40801.0
4165,7.2, 法国 / 西班牙 / 美国,"['剧情', '悬疑', '惊悚', '恐怖', '奇幻']", 英语 / 法语 / 拉丁语 / 葡萄牙语 / 西班牙语,1999-08-25,第九道门 The Ninth Gate,36532.0
4166,6.9, 英国 / 美国,"['科幻', '灾难']", 英语,2007-04-05,太阳浩劫 Sunshine,19631.0
4167,6.8, 韩国,"['剧情', '惊悚', '犯罪']", 韩语,2018-10-03,暗数杀人 암수살인,13352.0
4168,6.8, 日本,"['剧情', '动作', '奇幻']", 日语,2017-09-30,亚人 真人版 亜人,11375.0
4169,6.8, 美国,['惊悚'], 英语,2019-10-11,断裂 Fractured,9368.0
4170,6.7, 中国香港,"['喜剧', '爱情']", 粤语 / 汉语普通话,2010-03-21,月满轩尼诗 月滿軒尼詩,81015.0
4171,6.5, 日本,"['动作', '动画', '冒险']", 日语,2006-08-05,火影忍者剧场版：大兴奋！三日月岛的动物骚动 劇場版 NARUTO -ナルト- 大興奮!みかづき島のアニマル騒動だってばよ,6352.0
4172,6.4, 中国香港,['惊悚'], 英语 / 汉语普通话 / 粤语,2003-07-31,双雄 雙雄,34335.0
