R,F,M
714,1,3199
815,1,3588
690,1,158
805,1,447
824,1,1038
890,1,54.9
612,1,149
775,1,299
755,1,899
784,1,49
789,1,199
775,1,118
690,4,6966
718,1,3588
732,1,3588
619,2,398
756,1,68
795,1,2999
729,2,48.9
870,1,113.9
791,1,179
787,1,1348
620,1,879
716,1,499
713,1,1238
667,1,399
778,1,3588
764,1,2
688,1,59.8
898,1,399
823,1,29.9
729,1,199
896,1,568
710,1,9465
879,2,140
866,1,3015
719,1,5078
816,1,99.7
645,2,8498
782,1,270
765,1,4288
609,2,129
612,1,4699
888,1,527.9
923,3,569
658,1,4888
697,1,4898
785,1,2700
719,8,6596.9
649,1,49
648,1,39
883,1,5428
861,1,599
731,1,89
631,1,99
699,1,29.9
709,1,3725
729,1,15
664,1,69
915,4,7013.6
742,1,58
695,1,45
914,4,284.7
914,4,3421.1
762,1,880
691,1,69.9
892,1,39
820,1,30
696,1,399
887,1,4688
704,2,198
877,1,49
741,1,198.6
807,1,99
691,1,2988
649,1,99
791,2,1498
613,1,5199
807,1,308
698,1,69
800,1,340
800,1,134.9
926,3,955
690,2,1977
701,1,198
793,1,3588
687,1,59.9
917,4,4559
869,1,3579
793,1,198
770,1,79
738,1,109
930,3,3738.1
707,1,128
817,1,88
732,1,281
806,1,95
617,1,39
815,1,49
624,1,368
796,1,198
707,1,4599
869,1,3079
759,1,3149
878,1,3699
899,1,299
771,1,2087
821,1,109
679,1,88
700,1,299
619,1,4288
618,1,1499
789,1,179
706,1,2772
700,1,1418
609,1,2398
661,1,859
718,2,11435
780,1,299
697,1,205.8
625,1,2698
651,4,395
645,6,9925
867,2,258
653,2,238
786,1,4298
628,1,3588
723,1,98.5
649,1,68
666,1,49
780,1,129
760,1,4109
920,4,3275
895,1,3588
898,1,2199
683,1,99
737,1,518
751,1,39
803,1,59
877,2,6198
754,1,3199
872,1,3525
731,1,1099
762,1,999
629,1,1688
686,1,9.9
788,1,3588
800,1,89
775,1,96
882,1,219
718,1,96
740,1,88
796,1,189
728,1,49.9
889,1,4288
683,1,3588
896,1,239
748,1,799
744,1,2999
614,1,1548
703,1,22.9
736,1,3588
715,1,2299
649,1,399
705,1,799
766,1,1348
899,1,99
692,1,2
661,1,2999
803,1,158
609,1,1816
929,3,914
825,16,17612.4
779,1,51.9
628,1,2499
878,1,79
766,1,2849
891,1,398
773,1,504
879,1,299
867,1,268
792,1,29.9
792,1,89
888,4,436
925,3,349
882,1,50
663,1,880
891,1,2999
715,2,2044
662,1,1288
734,1,4399
774,1,3088
734,2,2916
878,1,89
711,1,20.1
748,1,46
677,1,98
689,1,3588
928,3,3507.8
665,1,3048
964,1,49
946,1,59
929,1,99
712,1,69
754,1,19.5
913,4,6166
625,1,98
615,1,1399
884,1,58
715,1,109
765,1,1299
622,1,1399
646,1,375
616,1,4288
773,1,499
612,1,45
817,1,115.8
609,1,599
661,1,399
662,1,139
916,4,6429.9
718,1,99
750,1,99
802,1,6699
794,1,3588
610,2,2598
767,1,99
756,1,69
713,1,3588
689,1,398
645,2,4298
740,1,3588
732,1,1208
800,1,3199
736,1,2799
627,1,1799
614,1,4288
657,1,58
921,4,526
713,1,2149
780,1,3098
804,1,88
772,1,2568
802,1,6278
696,1,3199
728,2,536
899,1,39
801,1,699
893,1,3588
764,2,108
761,1,99
656,1,3299
929,3,664.5
665,1,179
811,1,1948
803,1,1099
820,1,69
617,3,5475
609,3,246
657,1,1599
899,1,313.8
692,1,3199
760,2,3736
629,1,696
656,1,308
628,1,3299
762,1,1152
611,1,556
913,4,3572
887,1,1870
806,2,271.9
666,1,99
750,1,1388
719,1,2499
614,1,158
624,1,2999
628,1,2699
757,1,3780
703,1,49
725,1,35
653,1,499
708,1,2169
627,2,198
800,1,1099
785,1,3099
899,1,3188
797,1,666
791,1,3999
881,1,2097
769,1,1599
925,3,1376
801,1,5288
652,1,45704
703,1,2319
797,1,2532
612,1,62.8
823,1,20.1
743,1,269
747,1,136
811,1,59.7
626,1,78
762,2,6998
680,1,170
741,1,353
626,1,69
894,1,6449
891,1,998
612,1,99
788,1,3588
737,1,799
769,1,3588
898,1,79
646,1,138
632,1,99
779,1,4999
628,1,219
665,1,1098
682,1,159
682,1,1499
778,2,143
627,1,3999
804,1,219
793,1,298
684,1,1848
773,1,1198
625,4,1745.7
739,11,19715
658,1,3799
795,1,1238
644,2,13998
611,1,1999
617,1,999
864,1,219
819,1,145
821,1,149
875,1,157
873,2,29.7
866,1,128
661,1,2149
688,1,1799
918,4,1802
819,1,5199
963,1,9
946,1,9
929,1,95
628,1,718
871,1,1099
770,1,2338
860,1,1165
691,1,1799
877,1,1788
770,1,3588
701,1,38
710,1,32.9
820,1,596
689,1,38
665,3,2095
873,1,96
736,1,20.1
699,2,414
747,1,59
689,1,4288
613,1,3799
867,1,599
862,1,1999
791,1,28
914,4,4324
820,1,29
647,1,399
685,1,2249
747,1,69
863,1,99
645,1,49
884,1,99
698,1,99
736,2,7998
735,1,219
776,1,9.9
701,1,10.2
631,1,89
713,1,6499
618,1,289
881,1,2899
694,1,299
783,1,128
652,1,49
917,4,6403
695,1,49
623,1,111.6
756,1,168
632,1,3588
739,1,238
777,1,3588
695,1,4888
814,1,77
632,1,199
618,10,1390
621,1,4399
928,3,1657.1
894,1,1198
736,1,3599
778,1,3799
756,1,3588
689,1,9999
630,1,179
665,1,149
748,1,98
716,1,788
812,1,99
689,1,2121
798,1,599
762,1,3588
745,1,259
875,1,2396
730,1,1199
627,4,1596
665,7,2793
689,7,3508
787,1,399
697,5,1995
716,3,1197
870,1,1348
715,1,923
780,1,460
737,1,35.9
685,1,199
894,1,399
928,3,9951
787,2,3709
747,1,4599
757,1,366
738,1,3799
760,1,6
786,1,129
772,1,35
758,1,4888
864,1,599
885,1,3598
711,1,349
620,1,4288
920,4,5020.4
881,1,419
808,1,4489
794,1,3588
813,1,999
771,1,178
779,1,3588
815,1,4288
727,2,4527
612,1,29.9
609,1,499
729,1,179
666,1,6999
787,2,192
801,2,3604
815,1,4288
653,1,4599
788,1,4399
739,1,99
610,1,169
693,1,19
881,1,4899
880,1,269
712,1,198
750,1,219
693,1,49
720,1,199
751,1,788
767,1,99
875,1,1299
614,1,249
655,15,12984.6
821,1,159.5
893,1,20.1
609,1,78
802,1,69
629,1,2699
692,1,2199
870,1,2666
754,1,3588
867,1,5399
689,1,3799
819,1,3588
748,1,99
866,1,298
686,1,61
680,1,698
765,1,299
743,1,338
618,1,239
661,1,3579
795,1,25
609,1,3588
884,1,749
752,2,2304
821,1,3588
919,4,1266.1
871,1,100
649,1,9499
876,1,3399
811,1,94
723,2,8576
706,1,534
693,1,199
648,1,2529
664,1,2999
678,3,626
866,15,26084.5
738,1,1448
920,4,3758
678,1,79
682,1,129
721,1,3588
752,1,3588
628,1,2588
691,1,1199
812,1,79
716,1,3999
625,1,3588
762,1,3588
649,1,10.1
887,1,9.9
811,1,9.9
761,1,28
735,1,89.9
789,1,198
813,1,1299
810,1,79
885,1,889
897,1,815.9
920,4,1625.9
803,1,95
691,1,79
816,1,3588
615,3,8265
896,1,109
791,1,32
737,1,88
900,11,18893.7
662,1,185
873,1,449
769,1,147
779,1,320
923,3,7746.5
897,1,3588
768,1,1199
677,1,2149
753,1,5858
800,1,223
796,1,359
865,4,415
776,1,4599
740,1,39
645,1,2646
789,1,4888
897,1,368
892,1,3588
868,1,2464
752,1,129
725,1,55
788,1,99
747,1,199
743,1,318
765,1,1830
882,1,597
742,1,99
612,1,1501.4
754,1,899
615,1,119
921,4,2223
727,1,89
620,1,329
683,1,799
819,1,1548
720,1,690
787,1,358
618,2,7696
768,1,49
725,1,19
729,1,239
808,1,3680
884,1,42
742,2,7176
794,1,4288
649,4,217.7
617,1,99
612,1,4888
805,1,299
697,1,59
699,1,799
892,1,1139
653,1,58
708,1,32.9
658,1,3588
616,1,3188
865,1,49
610,1,519
787,1,199
816,1,168
662,1,179
798,1,3088
780,1,9.9
756,1,22
884,1,445
820,1,108
869,1,964.9
775,1,89
805,1,508
726,1,6157
689,1,659
644,1,89.9
679,2,278
788,1,29
818,1,18.8
705,1,1880
621,1,499
825,16,8599
895,1,88
646,1,19.9
628,1,79
756,1,298
742,1,5818
793,1,859
692,2,48
611,1,888
793,1,179
737,1,3588
620,1,1880
913,4,927.2
759,2,3867
665,1,199
924,3,1055.5
776,1,59
866,1,5199
615,1,98
822,1,268
805,1,439
742,1,295
751,2,1998
758,1,5197
756,1,69
870,1,699
818,1,4688
797,1,5588
668,8,4111.2
621,1,998
800,1,59
717,1,10.1
617,1,68
713,2,148.9
684,1,1959
779,1,89
718,1,69
751,1,1898
866,1,1499
622,3,7826
718,1,3588
719,1,2168
752,1,1599
664,2,1456
926,3,5586.4
656,1,3598
871,1,99
700,1,588
693,1,98
782,1,3799
915,4,5790
870,1,119
660,1,2995
700,4,3534
660,1,3988
681,1,139.8
897,1,188
612,1,1299
914,4,478
790,1,189
781,1,208
727,1,329
776,1,139
622,1,248
900,14,4638.7
687,2,7998
702,1,3588
726,1,259
770,1,9.9
677,1,7199
656,1,578
723,1,169
616,1,3288
926,3,915
714,2,7457
698,1,98
705,1,3240
617,1,695
664,2,1398
817,1,3579
863,1,3599
925,3,4626.3
658,1,297
733,1,999
809,1,3799
755,1,59
796,1,999
810,1,49
712,1,99
706,2,8576
886,1,3588
652,1,99
913,4,6959
630,1,299
760,1,106.2
813,1,59
760,1,198
822,1,1599
778,1,119
628,1,19
667,1,19.3
745,1,999
797,1,69.9
612,1,7350
617,2,336
822,1,4299
609,1,59
700,1,49.5
666,1,69
814,1,7176
868,1,428
806,1,1399.5
712,1,3588
743,1,1838
717,1,39.9
622,2,267
821,1,3690
764,1,399
683,1,69
745,1,59
783,1,99
919,4,1013
889,1,169
613,1,79
678,1,457
737,1,299
816,1,59.9
890,1,299
631,1,69
863,1,1295
696,1,118
820,1,588
727,1,79
678,1,269
679,1,4288
713,1,299
922,3,1507.9
626,3,1008.8
816,1,419
873,1,215
609,1,48
796,1,2349
651,1,56
630,1,54
880,1,324.9
728,1,55
820,1,25
778,5,22036
755,1,758
770,1,49
926,3,1535
699,1,99
705,1,29.9
781,1,1799
806,1,45
781,1,39
882,1,19.9
752,1,249
682,1,69
708,1,59
786,1,3588
825,16,26550
921,4,6874
617,1,147
749,1,397
728,1,19
918,4,1045.7
683,1,1199
790,1,3588
613,1,3579
650,1,99
710,1,3827
644,1,2977
805,1,7799
656,1,7498
871,1,5399
721,1,307
767,1,1399
701,1,39
753,1,64
893,1,19.8
866,1,86.8
767,1,3598
896,1,3188
694,1,4288
649,1,1311
914,4,4879
612,1,9294
645,1,69.9
648,2,19568
750,1,98
914,4,787.1
697,1,69
702,1,99
866,1,5399
658,1,49.6
710,1,99
822,1,65
746,1,666
913,4,1164
818,1,3799
615,2,13687
687,1,1198
656,1,677
766,1,2199
612,1,1099
625,1,98
620,1,498
679,1,299
614,1,1388
709,1,199
882,1,999
808,1,2699
892,1,27888
683,1,3499
900,1,2599
861,1,95.9
725,1,3169
914,4,4853
684,1,3288
618,1,198
657,1,2788
714,1,1699
919,4,3889
723,2,79.4
689,1,475
744,1,4088
773,1,99
631,1,99
719,1,699
758,1,499
714,1,3588
819,1,136
706,1,1179.6
660,1,4888
661,1,99
868,1,1339
644,4,4235.6
891,1,2198
680,2,297
818,1,2158
723,1,20
818,1,250
705,1,3298
743,1,4288
923,3,1154
873,1,3380
653,1,111.4
729,1,3588
684,1,4056
764,1,3588
797,1,795
725,1,11.9
895,1,3588
870,1,99
803,1,189
626,1,99.3
813,1,88
798,1,1599
725,1,1038
614,1,198
816,2,113
649,1,158
805,1,79
705,1,3588
770,1,264
781,5,782.4
878,1,78.9
891,1,53.7
708,1,19
812,1,349
689,1,39
647,1,3588
646,1,128
884,1,99
626,1,1168
798,1,2097
888,1,39
801,1,1888
765,1,199
683,2,8576
616,1,99
646,1,999
884,1,99
632,1,108
647,1,3999
894,1,1518
758,1,3799
807,1,108.9
696,1,59
655,1,374
782,1,374
771,1,374
712,1,2988
878,1,499
685,1,38
763,1,1149
751,1,39.9
800,1,3588
664,1,106
685,1,550
727,1,1488
874,1,79
687,1,299
780,1,7398
877,1,287
872,1,69.9
773,1,357
878,1,99
892,1,79
648,1,99
893,1,2698
760,1,88
718,1,19.9
767,1,38
715,1,54
658,1,3588
618,1,299
927,3,1125.9
702,1,30
863,1,888
914,4,2247
621,1,199
906,13,19407.9
767,1,69
709,1,99
879,1,238
871,1,3598
915,4,1414.7
804,1,59
660,1,59
749,1,238
729,1,199
688,1,99
656,1,1548
718,1,78
792,1,2199
658,1,1599
728,1,1999
881,1,99
645,1,1057
873,1,399
618,3,539.9
626,1,28.9
684,3,9297
660,1,129
781,1,3887.1
925,3,6248
716,1,99
746,1,99
646,1,219
867,3,5997
873,1,949
723,1,10.1
696,1,19.7
889,1,19.7
914,4,2562.2
785,1,59.8
920,4,297.7
686,1,52.5
881,1,1038
783,1,149
742,1,1999
618,1,39
629,1,2358
623,1,398
881,1,1149
922,3,553
867,1,30
870,1,2998
665,1,99
863,1,2187
736,1,71
782,1,99
883,1,679
878,1,72
770,2,11398
793,2,7176
769,1,146
715,1,99
752,1,189
771,1,99
862,1,54
873,1,5199
649,1,5499
863,1,49
793,1,199
649,1,2099
809,1,158
852,1,289
694,1,399
899,1,370
703,1,3488
922,3,235.5
768,1,98
877,1,159
703,1,7987
609,1,399
819,1,1199
609,1,999
897,1,659
869,1,19
791,1,699
899,1,3799
919,4,4321
913,4,545
614,1,179
611,1,158
630,3,3034.9
707,1,3588
802,1,3699
864,1,3588
921,4,4312
758,1,87
612,1,59
795,1,199
774,1,629
743,1,288
716,1,2969
807,1,1388
819,1,3999
796,1,3799
731,1,138
702,1,9.9
927,3,10887
784,1,399
650,1,58
695,1,1099
824,1,596
769,1,98
913,4,3919
631,2,287
777,1,199
759,1,3577
688,1,4288
879,1,3188
749,1,1316
906,13,18189.9
731,1,75
680,1,4288
616,1,419
697,1,498
889,1,17940
900,1,2999
622,2,5557
746,3,1626
716,1,1949
697,1,89
679,1,298
812,1,3588
665,1,33
694,1,1868
820,1,19.8
881,1,69
621,1,399
809,1,238
758,1,3388
661,1,4299
744,1,29
772,1,128
822,1,1099
646,1,329
929,3,4352.9
658,1,699
702,3,13284
877,1,99
678,1,159
887,1,5858
717,1,4879
808,1,43
800,1,69
611,1,4288
629,1,4489
796,1,99
759,1,565
791,1,146
627,1,398
738,1,199
764,1,49.3
618,1,99
765,1,3088
734,1,69
612,1,3588
691,1,1248
810,1,148
718,1,2168
656,1,2799
821,1,79
693,1,445
893,1,4288
929,3,297
762,1,29.9
719,1,859
717,1,99
782,1,36
812,1,289
709,1,980
737,1,3588
736,1,39
812,1,1099
776,1,1922
630,1,119
764,1,639
806,1,3899
609,1,54
800,1,446
736,1,75
876,1,99
917,4,5463.9
819,1,158
879,1,5199
630,1,217
631,1,200.5
865,1,29.9
883,1,29.9
792,1,79
811,1,200.9
650,1,2100
709,1,978
698,1,20.1
694,1,1339
822,1,199
779,1,99
691,1,79.9
685,1,3188
917,4,1093
819,1,499
684,1,1878
717,1,3588
648,1,39
891,1,39
724,1,249.1
865,1,53988
771,1,19.5
663,1,117.8
826,15,15201.5
891,1,338
663,1,1598
731,1,1288
746,1,499
867,1,4688
813,1,219
749,1,299
715,1,747
790,1,1579
645,1,688
791,1,1699
733,1,3499
887,1,798
782,1,108
650,1,10.1
793,1,9.9
658,1,219
929,3,2384
809,1,599
821,1,239
687,2,118
808,1,899
876,1,375
863,1,185
621,4,3922
736,2,1784
772,1,269
731,1,4299
879,1,99
787,1,3899
882,1,69
739,2,327
885,1,238
712,1,20.9
879,1,1350
655,2,8576
925,3,4257
660,1,29.9
852,73,99697.6
738,1,149
818,1,5399
927,3,3906.1
803,1,3999
796,1,55
794,1,158
770,2,7526
682,1,1038
734,1,399
710,1,49
767,1,19.9
784,1,19.9
757,1,69
821,1,899
696,1,169
700,1,2426
701,1,2380
914,4,1176
752,1,2168
664,1,3799
860,1,2189
717,1,3188
678,1,999
709,1,4218
801,1,429
893,1,11
765,1,299
666,1,9.9
714,1,388
812,1,99
811,1,988
770,1,248
796,1,699
789,1,1149
777,1,3588
812,1,6699
609,2,1798
883,1,59
684,1,220
664,1,2199
743,1,49
867,1,10.1
687,1,59
656,1,399
863,1,1098
631,1,2188
704,1,69
768,1,2488
794,1,499
714,1,399
920,4,3800.1
810,1,1025
923,3,1010.1
763,1,2
711,1,4288
667,9,8123
647,1,114.9
662,1,559
818,1,99
703,1,234
629,1,68
714,1,387
702,1,99
646,1,1199
717,1,99
690,1,4088
652,1,2997
690,1,2888
792,1,9.9
796,1,199.8
863,1,99
680,1,199.8
897,1,203.8
647,1,79
738,1,3588
791,1,5288
709,2,198
775,1,1198
762,1,99
796,1,4088
794,1,3588
737,1,3579
753,1,99
895,1,2299
629,1,429
647,1,3588
745,1,2289
664,1,1549
917,4,8423
691,1,588
731,1,1339
786,1,40
811,1,3588
776,1,98
890,1,3588
794,1,268
748,1,4288
765,1,6800
696,1,5858
746,1,3199
728,1,198
695,1,89
650,1,258
618,1,69
880,1,289
616,1,99
631,1,3799
906,14,15592
761,1,49
924,3,7674
897,1,2266.5
685,1,1152
896,1,19.9
875,1,3599
763,1,55
767,1,1969
740,1,3399
682,1,19.9
652,1,34.9
814,1,29
681,1,259
879,1,179
881,1,469
757,1,3
864,1,69
823,1,199
793,1,169
628,2,278
739,2,664.9
689,1,3588
896,1,29
928,3,687.9
906,13,8340.6
692,1,5999
887,1,99
760,1,4688
767,1,59
871,1,99
824,16,13751.4
777,1,1260
664,1,1999
708,1,688
687,1,3177
752,1,1838
883,1,55
746,1,229
645,2,198
922,4,1086
824,1,776
890,1,88
647,2,359
663,1,699
917,4,4531
727,1,2888
811,1,1099
757,1,1584
706,1,859
876,1,3998
707,1,998
747,2,178
872,1,1998
810,1,69
916,4,2332
630,1,398
793,1,3588
916,4,4991
616,1,219
700,1,99
883,1,199
803,1,69
750,1,24
822,1,3666
647,2,8798
616,1,5
701,1,568
745,1,89
864,1,119
698,1,69.9
688,1,2798
801,1,61
699,1,2680
884,1,28
822,1,2388
657,1,114.9
795,5,2451.9
873,1,999
792,1,4399
874,1,999
664,1,95
655,1,3099
929,3,997.1
869,1,1418
771,1,29.9
800,1,77
738,1,99
623,1,179
785,1,288
867,1,17.5
708,1,179
720,1,29
920,4,4928
729,1,3799
728,1,99
796,1,19
787,1,4988
660,1,2899
768,1,474
898,1,59
796,1,4199
893,1,49
621,1,3799
882,1,5099
862,1,598
701,1,5499
767,1,3488
821,1,1222
729,1,138
871,1,69
717,1,72
760,1,999
968,1,59
651,1,3599
753,1,366
797,1,3949
916,4,1213
643,1,98
656,1,3588
779,1,3799
730,1,3780
657,1,199
767,1,3588
615,2,196
776,1,3188
767,1,98
740,1,69
899,1,39
737,1,5568
621,1,48
689,1,989
628,1,3699
651,2,2334
695,1,79
765,1,99
624,1,10.1
693,1,98
729,1,98
617,1,3299
613,1,145.9
646,1,98
770,1,88
899,1,1149
725,1,4288
920,4,468.8
697,1,328
802,1,99
919,4,1104
747,1,99
700,2,844
896,1,95
645,1,29.8
755,1,1198
713,1,75
919,4,1730.9
881,1,39
715,1,788
774,1,29
708,1,38
620,1,68
653,1,3949
921,4,2803
678,1,3588
630,2,218
713,1,399
630,1,89
750,1,3799
785,2,194
706,1,59
628,1,3588
698,1,198
779,2,744
647,3,27770
918,4,7217
787,5,586.9
707,1,5688
896,1,3588
871,1,69
872,1,4288
795,1,3799
660,1,16
923,3,3393.2
742,1,29
742,1,25.9
784,1,352
780,1,29
925,3,4503
860,1,2977
873,1,135
700,1,99
668,8,653.7
766,1,29
863,1,19.5
889,1,59
808,1,1199
719,1,2199
707,1,3588
731,1,999
736,1,99
713,3,107
656,1,29
657,1,439
694,1,338
784,1,99
866,1,69
818,1,1199
879,1,85
618,1,95
698,1,3799
921,4,4181
663,1,699
692,1,199
884,1,68
743,1,149
612,1,3588
736,1,599
930,3,836.6
710,1,138
768,1,39
623,1,99
677,2,458.7
711,1,88
783,1,3799
785,1,79
776,1,1199
690,1,35
810,1,18
746,1,3799
717,1,399
790,1,29.9
692,1,99
652,1,59
618,2,118
866,1,11888
721,1,49
629,1,55
663,1,999
620,1,2999
825,16,13059.9
882,1,398
869,1,1096
779,1,299
681,1,788
920,4,303.1
895,1,165
812,1,24
716,1,75
617,1,2499
742,1,339
658,1,1718
778,1,69
616,1,2
773,1,375
782,1,70
754,1,488
629,1,499
879,1,39
696,1,3799
716,1,55
718,1,399
817,1,175
924,3,179
621,1,98
727,1,308
915,4,10306.1
694,1,79
881,1,1099
724,1,29.7
922,3,2058.03
695,1,338
804,1,369
769,1,98
775,1,158
737,1,40
723,1,69
767,2,148
729,1,29.7
892,1,299
920,4,1484
920,4,3973.8
788,1,109
613,1,56.8
654,1,279
791,1,1599
678,1,199
874,1,3999
680,3,390
745,2,8585
760,1,949
626,2,7396
800,1,2499
677,1,999
802,2,738
714,1,899
718,1,9099
609,1,7788
690,1,788
727,1,139
784,1,839
822,1,25
609,2,348.6
806,1,69
926,3,3261
755,1,147
891,1,79
823,1,3761
809,1,51
661,1,9.9
628,1,39
623,1,199
876,1,3799
679,1,79
780,1,79
616,1,98
800,2,318.9
710,1,99
659,1,2488
869,1,175
782,1,2299
702,1,168
925,3,226
704,1,99
915,4,9425.9
649,1,11.8
785,1,175
762,1,109
662,1,49
692,1,3788
811,1,2799
894,1,55
871,1,51
665,1,175
795,1,2855
863,1,998
705,1,249
623,1,39
752,1,178
628,1,23
764,1,459
738,1,175
698,1,63
802,1,2699
647,1,1198
812,1,1388
726,1,296.01
789,1,2299
719,1,199
776,1,7335
806,1,2398
758,1,699
751,1,138
652,1,39
733,1,99
651,1,39
725,1,49
732,1,1299
817,1,39
660,1,99
808,1,79
864,1,375
808,1,139
737,1,52
728,1,1699
917,4,5252
686,1,5499
647,1,55
701,1,468.8
734,1,99
685,1,1368
621,1,1489
817,1,175
930,3,3497.1
723,1,2488
686,1,628
725,1,79
759,1,1499
736,1,129
797,1,1398
711,1,39
658,1,79
731,1,99
648,1,39
740,1,69
736,1,69
800,1,290.03
924,3,9907
789,1,488
657,1,175
826,16,6391.4
666,1,99
617,1,49
613,1,175
721,1,175
744,1,109
694,1,79
721,1,159
920,4,841
768,1,55
863,1,29.7
930,3,706
769,1,63
919,4,3397.1
705,1,79
769,1,4198
644,1,99
741,1,79
877,1,175
651,1,488
656,1,49
678,1,1699
661,1,3199
887,1,1899
736,1,9.9
783,1,51
823,1,88
803,1,68
754,1,39
825,16,15702.7
753,1,49
644,1,4998
726,1,299
782,1,39
767,1,488
719,1,98
822,1,99
762,1,4299
696,1,39
622,1,49
785,1,299
916,4,4656
928,3,790.9
693,1,1699
921,4,6912
712,1,14.5
649,1,399
880,1,99
693,1,158
867,1,999
652,1,291.88
741,1,299
787,1,9.9
625,1,259
743,1,798
681,1,59
664,1,39
784,1,799
614,1,75
729,1,39
815,1,196
619,1,138
790,1,199
707,1,69
778,1,42
767,1,53
800,1,119
805,1,175
896,1,42
762,1,9966
896,1,69
621,1,58
800,1,49
689,1,79
711,1,75
891,1,51
655,1,49
916,4,5711.8
892,1,299
920,4,7458.1
893,1,299
871,1,268
915,4,7555
736,1,296.01
802,1,71
771,1,4378
702,1,4288
742,1,3599
713,1,1488
726,1,3588
648,1,239
680,2,158
824,1,1038
622,1,3579
769,1,1283
774,1,714
690,1,3488
665,1,349
704,1,48
760,1,999
746,1,3090
762,2,168
616,1,278
764,1,2499
794,1,999
866,1,1899
863,1,249
617,2,7598
812,1,1288
818,1,599
714,1,99
767,1,59
860,1,1380
659,1,3799
820,1,4299
922,3,626.1
895,1,999
820,1,3688
809,1,3588
755,1,349
653,1,43780
785,1,3099
609,1,359
650,1,5858
703,1,79
792,2,3258
860,1,3199
684,1,1899
694,1,2378
627,1,29
715,1,3399
884,1,775
653,1,867
762,1,4050
925,3,1682
785,1,2999
683,1,579
725,1,3899
667,1,598
625,1,95
630,1,199
896,1,3398
619,1,110
684,1,179
609,2,88.9
627,1,498
916,4,821
879,1,2999
624,1,999
801,1,9.9
759,4,9183
754,1,219
654,1,199
696,1,3599
682,1,5288
876,1,39.9
863,1,1199
823,1,3798
699,1,39.9
733,1,2950
666,1,1073
784,1,158
738,1,39
665,1,3598
609,1,87
735,5,1647.8
761,1,3179
915,4,1316.3
883,1,49.6
656,1,3869
873,1,69
764,1,1399
883,1,299
779,1,87
736,1,59
746,1,3499
655,1,59
817,1,79
891,1,59
719,2,298
794,1,19.8
629,1,5858
636,53,47986.8
863,1,59
811,1,59
614,1,1288
899,1,2188
689,1,13875
891,1,529
872,1,258
698,1,19
691,1,1999
887,1,2098
916,4,556.9
660,1,689
757,1,139
666,2,158
795,1,129
724,1,99
878,1,25
861,1,19
681,4,196
921,4,4796.9
782,2,58.8
814,1,128.9
886,1,29
870,1,49
725,1,59
627,1,498
930,3,7799.9
622,1,58
729,1,49
753,1,2598
630,1,79
664,1,69
748,1,35
628,1,29
621,1,2499
723,1,69
685,2,9187
613,1,29
754,1,69
885,1,139
662,1,18
794,1,59
788,1,59
727,1,19.8
614,1,61.9
646,1,2529
704,1,61.9
780,1,48
754,1,21
806,1,3598
659,1,29
688,1,1688
811,1,69
699,1,2699
664,1,19
662,1,99
739,1,788
611,1,19
709,1,99
629,1,159
820,1,3999
691,1,59
866,1,1399
661,2,2798
806,1,576
667,9,15244
729,1,1799
685,1,2799
787,1,618
925,3,1846
861,1,169
815,1,61.9
656,2,124
609,2,348
678,1,29
625,1,19
764,1,198
777,1,2899
627,1,129
760,1,147
881,1,399
653,1,1399
812,1,239
871,1,129
883,2,67.9
682,1,96
864,1,79
694,1,3499
782,1,726
609,1,998
734,1,99
619,1,75
893,1,359
754,1,899
927,3,491.5
631,1,79
771,2,142.8
894,1,99
800,1,999
754,1,98
665,1,4999
786,1,179
891,1,3588
774,1,99
643,1,259
682,1,5858
726,1,19
877,1,209
767,1,99
926,3,4992
665,1,729
644,1,149.9
877,1,1339
625,1,58
869,1,158
666,2,7095
655,1,20.2
618,1,53.7
810,1,289
618,1,279
871,1,99
666,1,4988
892,1,2098
811,1,29.9
736,1,4288
870,1,1208
780,1,3899
714,2,198
815,1,19
805,1,2499
879,1,1379
719,1,4578
788,1,99
761,1,2949
873,1,89
662,1,199
779,1,119
806,1,3199
652,1,698
611,1,1546
727,1,699
810,1,35.8
750,1,707
655,1,69
825,16,18751.1
666,2,396
816,1,498
748,1,298
731,1,58
735,1,2097
689,1,106
611,1,599
694,1,788
811,1,98
703,1,239
890,1,3899
609,1,89
806,1,2389
748,2,88
609,1,299
750,1,3238
797,1,9.9
763,1,20.9
761,1,98
683,1,79
784,1,859
624,1,699
769,1,199
914,4,5095.3
773,1,556
667,9,5982.3
662,1,3799
825,16,23676
785,1,5946
894,1,338
757,1,7966
622,1,4166
653,1,39
733,1,79
719,1,28
871,1,1838
726,1,69
736,1,59
746,1,398
896,1,1899.9
896,1,199
769,1,69
926,3,2485.1
738,1,1499
808,1,99
868,1,55
621,1,3588
814,1,208
749,1,599
661,1,198
893,1,1298
706,1,99
823,1,149
920,4,1134
723,1,3388
662,1,49
876,1,458
626,1,39.9
729,1,110
790,1,99
861,1,16.6
825,16,5511.5
687,1,1438
821,1,53.7
803,1,146
715,1,1288
662,1,318
755,1,5699
801,1,99
926,3,247
877,1,999
740,1,5300
758,1,2699
754,1,990
727,1,5399
731,1,89
764,1,2168
702,1,119
889,1,1799
661,1,89
929,3,4958
792,1,3498
613,1,69
865,1,29
752,1,308
867,1,375
713,1,2688
631,1,99
764,1,998
761,1,9.9
685,1,168
729,1,9.9
787,1,99
687,1,79
801,1,17.9
